iteration_number, input_size, hull_size, time[sec]
6, 80000, 1000, 0.013685350176841027
6, 100000, 1000, 0.01661909737735101
6, 120000, 1000, 0.017993458043230603
6, 140000, 1000, 0.022084950258399516
6, 160000, 1000, 0.02462279953575397
6, 180000, 1000, 0.028051316575979257
6, 200000, 1000, 0.029562703051533745
6, 220000, 1000, 0.0382962522620538
6, 240000, 1000, 0.05359350185867129
6, 260000, 1000, 0.05767801970628028
6, 280000, 1000, 0.04236394957614564
6, 300000, 1000, 0.04407472091247655
6, 320000, 1000, 0.0634372062816908
6, 340000, 1000, 0.07082429229656384
6, 360000, 1000, 0.0599713558621815
6, 380000, 1000, 0.056837403287062216
6, 400000, 1000, 0.057585301643445774
7, 20000, 1000, 0.0051319037520869415
7, 40000, 1000, 0.011239808705408194
7, 60000, 1000, 0.01797745802353745
7, 80000, 1000, 0.021474898225516625
7, 100000, 1000, 0.023514285350916708
7, 120000, 1000, 0.021284949273784548
7, 140000, 1000, 0.021105667001844353
7, 160000, 1000, 0.0255499801640795
7, 180000, 1000, 0.02902690752029713
7, 200000, 1000, 0.03082178152424575
7, 220000, 1000, 0.033449887322937855
7, 240000, 1000, 0.03704825072605189
7, 260000, 1000, 0.053341604112745244
7, 280000, 1000, 0.05976376586309584
7, 300000, 1000, 0.05645873615434027
7, 320000, 1000, 0.04607185157561133
7, 340000, 1000, 0.050298318315878277
7, 360000, 1000, 0.052428782476450664
7, 380000, 1000, 0.06241197425063305
7, 400000, 1000, 0.0709473693711189
8, 20000, 1000, 0.0045571338139076545
8, 40000, 1000, 0.007161444711524467
8, 60000, 1000, 0.010804936375308216
8, 80000, 1000, 0.012984221108787608
8, 100000, 1000, 0.015119198095423059
8, 120000, 1000, 0.018669561439459414
8, 140000, 1000, 0.021137256784314218
8, 160000, 1000, 0.02346423400726394
8, 180000, 1000, 0.02632085290771613
8, 200000, 1000, 0.030498088818163183
8, 220000, 1000, 0.03307614327320252
8, 240000, 1000, 0.0360193263827604
8, 260000, 1000, 0.037679225861612764
8, 280000, 1000, 0.04094610167725321
8, 300000, 1000, 0.04331369433480248
8, 320000, 1000, 0.046748775485671246
8, 340000, 1000, 0.050263856735004
8, 360000, 1000, 0.05216375650923766
8, 380000, 1000, 0.05620068455468896
8, 400000, 1000, 0.05817812288589508
9, 20000, 1000, 0.004714262212427656
9, 40000, 1000, 0.009435088535493463
9, 60000, 1000, 0.014950582503278298
9, 80000, 1000, 0.019291100665970617
9, 100000, 1000, 0.019492536811327454
9, 120000, 1000, 0.021276744135477088
9, 140000, 1000, 0.022870181994068872
9, 160000, 1000, 0.026989981936388574
9, 180000, 1000, 0.030225678226475594
9, 200000, 1000, 0.03418958054102106
9, 220000, 1000, 0.039764561761511885
9, 240000, 1000, 0.0447216960677288
9, 260000, 1000, 0.04153728189203676
9, 280000, 1000, 0.046693390802122536
9, 300000, 1000, 0.056224479455767806
9, 320000, 1000, 0.06921362364753492
9, 340000, 1000, 0.06900972596068655
9, 360000, 1000, 0.0700792657385847
9, 380000, 1000, 0.06953239327063798
9, 400000, 1000, 0.06440828439993851
10, 20000, 1000, 0.004848005966774593
10, 40000, 1000, 0.010987500702565711
10, 60000, 1000, 0.012784425991085868
10, 80000, 1000, 0.01835858669774737
10, 100000, 1000, 0.01730997002252721
10, 120000, 1000, 0.023256233751261846
10, 140000, 1000, 0.03403204188558817
10, 160000, 1000, 0.037010917346769645
10, 180000, 1000, 0.029960242002349702
10, 200000, 1000, 0.03166157742963449
10, 220000, 1000, 0.038051739140602336
10, 240000, 1000, 0.038503842261139454
10, 260000, 1000, 0.04103840948317128
10, 280000, 1000, 0.047363340344624305
10, 300000, 1000, 0.04667780103934405
10, 320000, 1000, 0.04745810969203035
10, 340000, 1000, 0.05572519678998589
10, 360000, 1000, 0.05683822380088799
10, 380000, 1000, 0.05772027616854558
10, 400000, 1000, 0.06063433103712512
