num_vertices num_edges iteration correct time
50 350 2 0 3836043481
50 350 3 0 4880791268
50 350 4 0 4233894809
50 350 5 0 5615607510
50 350 6 0 4535844836
50 350 7 0 4102370210
50 350 8 1 5661619294
50 350 9 0 5017027241
50 350 10 0 4617868839
50 350 11 0 5008517312
50 350 12 0 5522906611
50 350 13 0 4363282388
50 350 14 0 4002153431
50 350 15 0 4173753419
50 350 16 0 4079678573
50 350 17 1 4934858828
50 350 18 0 4208999691
50 350 19 0 3183108883
50 350 20 1 3787066371
50 350 21 0 4109707218
50 350 22 1 4252044918
50 350 23 0 3287672728
50 350 24 0 3568901164
50 350 25 0 3966768903
50 350 26 0 4606580661
50 350 27 0 2945476237
50 350 28 0 3748768209
50 350 29 0 4801410130
50 350 30 0 4258819466
50 350 31 1 4126219176
50 350 32 1 4031498179
50 350 33 0 3689519944
50 350 34 0 3630995370
50 350 35 1 3612842389
50 350 36 0 4281632127
50 350 37 1 3780115823
50 350 38 0 3859035424
50 350 39 0 4124142464
50 350 40 0 3699252433
50 350 41 0 3913624008
50 350 42 0 3938862099
50 350 43 0 3000652307
50 350 44 0 3454185959
50 350 45 0 3424810031
50 350 46 0 4519432157
50 350 47 0 4091651877
50 350 48 0 4318743831
50 350 49 0 3757324085
50 350 50 0 4251728201
50 400 1 0 4230848253
50 400 2 0 3979155333
50 400 3 0 3321684542
50 400 4 0 3711018558
50 400 5 0 3942430091
50 400 6 0 3488567413
50 400 7 0 4517007958
50 400 8 0 3771936561
50 400 9 1 4156360641
50 400 10 0 3919237943
50 400 11 1 4208481949
50 400 12 0 4383240493
50 400 13 1 3750022359
50 400 14 0 4149018300
50 400 15 0 3764700066
50 400 16 0 4467438850
50 400 17 0 3322023413
50 400 18 0 4495417448
50 400 19 0 3998546055
50 400 20 0 3608280760
50 400 21 0 4118615093
50 400 22 0 4530196849
50 400 23 0 4851544571
50 400 24 0 4225932982
50 400 25 0 4254727169
50 400 26 0 4121149650
50 400 27 0 4276813678
50 400 28 0 4829747291
50 400 29 0 4504899680
50 400 30 0 4529500235
50 400 31 0 3895382822
50 400 32 0 4674490648
50 400 33 0 3892614419
50 400 34 1 3835049842
50 400 35 0 3914118776
50 400 36 1 5554587353
50 400 37 1 3902061370
50 400 38 1 5900791219
50 400 39 0 4517619649
50 400 40 0 4394019543
50 400 41 0 4974711037
50 400 42 1 4621452830
50 400 43 0 4208705948
50 400 44 0 4912970061
50 400 45 0 4159393660
50 400 46 0 4596239763
50 400 47 0 4180586633
50 400 48 0 4735914086
50 400 49 0 4684987033
50 400 50 1 3763809813
50 450 1 0 5391730729
50 450 2 0 4597882426
50 450 3 0 4792407486
50 450 4 0 4694814290
50 450 5 0 5204154574
50 450 6 0 4843506847
50 450 7 0 4784176942
50 450 8 1 4885640897
50 450 9 0 4957218977
50 450 10 0 4645341591
50 450 11 0 4852723645
50 450 12 0 5148646609
50 450 13 1 4669468711
50 450 14 1 5670973528
50 450 15 0 5166807795
50 450 16 0 4206928311
50 450 17 0 4476299135
50 450 18 0 4896470409
50 450 19 1 4555082122
50 450 20 0 5475972162
50 450 21 0 5322565360
50 450 22 0 5005692294
50 450 23 1 4924185212
50 450 24 0 5260260693
50 450 25 0 5090225829
50 450 26 0 4584089229
50 450 27 0 6026366294
50 450 28 0 5140263860
50 450 29 0 4724361295
50 450 30 0 4619801141
50 450 31 0 3848603040
50 450 32 0 4098143759
50 450 33 0 4705327495
50 450 34 0 4072737873
50 450 35 0 3748568004
50 450 36 0 5053084998
50 450 37 0 5168889431
50 450 38 0 4817179938
50 450 39 1 4507170444
50 450 40 0 4686389695
50 450 41 0 6745153858
50 450 42 0 5268515031
50 450 43 1 4354921383
50 450 44 0 4962101016
50 450 45 0 5185499851
50 450 46 0 4542269024
50 450 47 0 5165153645
50 450 48 0 5052354743
50 450 49 0 4505741935
50 450 50 0 4850191139
50 500 1 0 3933869702
50 500 2 0 4764285708
50 500 3 0 4186473387
50 500 4 0 7693350909
50 500 5 0 4935164057
50 500 6 0 4577526374
50 500 7 0 5074230382
50 500 8 0 4949203407
50 500 9 0 3829691496
50 500 10 0 5709749227
50 500 11 0 5245793447
50 500 12 0 5365309460
50 500 13 0 4424201623
50 500 14 0 5445350699
50 500 15 0 5003410043
50 500 16 0 8654715927
50 500 17 0 5966805416
50 500 18 0 6549758237
50 500 19 0 475261292485
50 500 20 1 7891082935
50 500 21 0 6520683027
50 500 22 0 7628809529
50 500 23 0 191693129781
50 500 24 0 11632854647
50 500 25 0 6889722118
50 500 26 0 5694286291
50 500 27 1 6071103825
50 500 28 0 6192877063
50 500 29 0 5410098683
50 500 30 0 6537609754
50 500 31 0 5242969658
50 500 32 0 6166722461
50 500 33 0 5596483045
50 500 34 0 6513988889
50 500 35 0 6694085266
50 500 36 0 7684418418
50 500 37 1 6051274951
50 500 38 0 6311177901
50 500 39 0 6805554940
50 500 40 0 5644891541
50 500 41 0 6369017348
50 500 42 0 1313305176685
50 500 43 0 13677301718
50 500 44 0 6434405905
50 500 45 0 6566296452
50 500 46 0 1597943953780
50 500 47 0 5998402466
50 500 48 1 5883857927
50 500 49 0 5338287168
50 500 50 0 5579018472
