num_vertices num_edges iteration correct
20 80 1 0
20 80 2 1
20 80 3 1
20 80 4 0
20 80 5 0
20 80 6 0
20 80 7 0
20 80 8 0
20 80 9 0
20 80 10 0
20 80 11 0
20 80 12 0
20 80 13 1
20 80 14 0
20 80 15 1
20 80 16 0
20 80 17 0
20 80 18 0
20 80 19 0
20 80 20 0
20 80 21 0
20 80 22 0
20 80 23 0
20 80 24 0
20 80 25 0
20 80 26 0
20 80 27 1
20 80 28 1
20 80 29 0
20 80 30 0
20 80 31 0
20 80 32 1
20 80 33 0
20 80 34 0
20 80 35 0
20 80 36 1
20 80 37 0
20 80 38 0
20 80 39 0
20 80 40 0
20 80 41 0
20 80 42 0
20 80 43 0
20 80 44 0
20 80 45 0
20 80 46 0
20 80 47 0
20 80 48 0
20 80 49 0
20 80 50 0
20 80 51 0
20 80 52 0
20 80 53 0
20 80 54 1
20 80 55 0
20 80 56 0
20 80 57 0
20 80 58 1
20 80 59 0
20 80 60 0
20 80 61 0
20 80 62 1
20 80 63 0
20 80 64 0
20 80 65 1
20 80 66 0
20 80 67 0
20 80 68 1
20 80 69 1
20 80 70 1
20 80 71 1
20 80 72 0
20 80 73 0
20 80 74 0
20 80 75 0
20 80 76 0
20 80 77 0
20 80 78 0
20 80 79 1
20 80 80 0
20 80 81 0
20 80 82 0
20 80 83 0
20 80 84 0
20 80 85 0
20 80 86 0
20 80 87 0
20 80 88 0
20 80 89 0
20 80 90 0
20 80 91 0
20 80 92 0
20 80 93 0
20 80 94 0
20 80 95 0
20 80 96 0
20 80 97 0
20 80 98 0
20 80 99 0
20 80 100 0
30 120 1 0
30 120 2 0
30 120 3 0
30 120 4 0
30 120 5 0
30 120 6 0
30 120 7 0
30 120 8 0
30 120 9 1
30 120 10 0
30 120 11 0
30 120 12 0
30 120 13 0
30 120 14 0
30 120 15 0
30 120 16 0
30 120 17 0
30 120 18 0
30 120 19 0
30 120 20 0
30 120 21 1
30 120 22 0
30 120 23 0
30 120 24 0
30 120 25 0
30 120 26 0
30 120 27 0
30 120 28 0
30 120 29 0
30 120 30 0
30 120 31 0
30 120 32 1
30 120 33 0
30 120 34 1
30 120 35 0
30 120 36 0
30 120 37 0
30 120 38 0
30 120 39 0
30 120 40 0
30 120 41 0
30 120 42 0
30 120 43 0
30 120 44 0
30 120 45 0
30 120 46 1
30 120 47 0
30 120 48 0
30 120 49 0
30 120 50 0
30 120 51 0
30 120 52 0
30 120 53 0
30 120 54 0
30 120 55 0
30 120 56 0
30 120 57 0
30 120 58 0
30 120 59 0
30 120 60 0
30 120 61 0
30 120 62 1
30 120 63 0
30 120 64 0
30 120 65 0
30 120 66 0
30 120 67 0
30 120 68 0
30 120 69 0
30 120 70 0
30 120 71 0
30 120 72 0
30 120 73 0
30 120 74 0
30 120 75 0
30 120 76 0
30 120 77 0
30 120 78 0
30 120 79 0
30 120 80 0
30 120 81 0
30 120 82 0
30 120 83 0
30 120 84 1
30 120 85 0
30 120 86 0
30 120 87 0
30 120 88 0
30 120 89 0
30 120 90 0
30 120 91 0
30 120 92 0
30 120 93 0
30 120 94 1
30 120 95 0
30 120 96 0
30 120 97 0
30 120 98 0
30 120 99 0
30 120 100 0
40 160 1 0
40 160 2 1
40 160 3 0
40 160 4 0
40 160 5 1
40 160 6 0
40 160 7 0
40 160 8 1
40 160 9 0
40 160 10 1
40 160 11 0
40 160 12 1
40 160 13 0
40 160 14 1
40 160 15 0
40 160 16 0
40 160 17 1
40 160 18 0
40 160 19 0
40 160 20 0
40 160 21 0
40 160 22 0
40 160 23 0
40 160 24 0
40 160 25 0
40 160 26 0
40 160 27 0
40 160 28 1
40 160 29 0
40 160 30 0
40 160 31 0
40 160 32 0
40 160 33 0
40 160 34 0
40 160 35 0
40 160 36 1
40 160 37 0
40 160 38 0
40 160 39 1
40 160 40 0
40 160 41 0
40 160 42 0
40 160 43 0
40 160 44 1
40 160 45 0
40 160 46 0
40 160 47 0
40 160 48 1
40 160 49 0
40 160 50 0
40 160 51 0
40 160 52 0
40 160 53 0
40 160 54 0
40 160 55 0
40 160 56 0
40 160 57 0
40 160 58 0
40 160 59 0
40 160 60 0
40 160 61 0
40 160 62 0
40 160 63 0
40 160 64 0
40 160 65 0
40 160 66 0
40 160 67 0
40 160 68 0
40 160 69 1
40 160 70 1
40 160 71 0
40 160 72 1
40 160 73 0
40 160 74 0
40 160 75 0
40 160 76 0
40 160 77 0
40 160 78 1
40 160 79 0
40 160 80 1
40 160 81 0
40 160 82 0
40 160 83 0
40 160 84 0
40 160 85 0
40 160 86 0
40 160 87 1
40 160 88 1
40 160 89 0
40 160 90 1
40 160 91 0
40 160 92 0
40 160 93 0
40 160 94 1
40 160 95 0
40 160 96 0
40 160 97 0
40 160 98 1
40 160 99 0
40 160 100 1
50 200 1 1
50 200 2 0
50 200 3 0
50 200 4 0
50 200 5 0
50 200 6 0
50 200 7 0
50 200 8 1
50 200 9 1
50 200 10 0
50 200 11 0
50 200 12 0
50 200 13 0
50 200 14 0
50 200 15 1
50 200 16 0
50 200 17 0
50 200 18 0
50 200 19 0
50 200 20 0
50 200 21 0
50 200 22 0
50 200 23 0
50 200 24 0
50 200 25 0
50 200 26 0
50 200 27 0
50 200 28 0
50 200 29 0
50 200 30 0
50 200 31 0
50 200 32 0
50 200 33 0
50 200 34 1
50 200 35 0
50 200 36 0
50 200 37 0
50 200 38 0
50 200 39 0
50 200 40 0
50 200 41 0
50 200 42 0
50 200 43 0
50 200 44 0
50 200 45 0
50 200 46 0
50 200 47 0
50 200 48 0
50 200 49 0
50 200 50 0
50 200 51 0
50 200 52 0
50 200 53 0
50 200 54 0
50 200 55 1
50 200 56 0
50 200 57 0
50 200 58 0
50 200 59 0
50 200 60 0
50 200 61 0
50 200 62 0
50 200 63 0
50 200 64 0
50 200 65 0
50 200 66 0
50 200 67 0
50 200 68 0
50 200 69 0
50 200 70 0
50 200 71 1
50 200 72 0
50 200 73 0
50 200 74 0
50 200 75 0
50 200 76 0
50 200 77 0
50 200 78 0
50 200 79 0
50 200 80 0
50 200 81 0
50 200 82 0
50 200 83 0
50 200 84 0
50 200 85 0
50 200 86 0
50 200 87 0
50 200 88 0
50 200 89 0
50 200 90 0
50 200 91 0
50 200 92 0
50 200 93 0
50 200 94 0
50 200 95 0
50 200 96 0
50 200 97 0
50 200 98 1
50 200 99 0
50 200 100 0
60 240 1 0
60 240 2 1
60 240 3 1
60 240 4 0
60 240 5 1
60 240 6 1
60 240 7 0
60 240 8 1
60 240 9 1
60 240 10 1
60 240 11 0
60 240 12 0
60 240 13 0
60 240 14 1
60 240 15 0
60 240 16 0
60 240 17 1
60 240 18 1
60 240 19 1
60 240 20 1
60 240 21 0
60 240 22 1
60 240 23 1
60 240 24 0
60 240 25 0
60 240 26 0
60 240 27 1
60 240 28 0
60 240 29 1
60 240 30 0
60 240 31 0
60 240 32 0
60 240 33 0
60 240 34 0
60 240 35 0
60 240 36 0
60 240 37 0
60 240 38 0
60 240 39 1
60 240 40 0
60 240 41 0
60 240 42 0
60 240 43 0
60 240 44 0
60 240 45 1
60 240 46 0
60 240 47 1
60 240 48 0
60 240 49 1
60 240 50 1
60 240 51 0
60 240 52 0
60 240 53 1
60 240 54 0
60 240 55 0
60 240 56 1
60 240 57 0
60 240 58 0
60 240 59 1
60 240 60 1
60 240 61 0
60 240 62 0
60 240 63 0
60 240 64 0
60 240 65 0
60 240 66 1
60 240 67 0
60 240 68 1
60 240 69 0
60 240 70 0
60 240 71 0
60 240 72 0
60 240 73 1
60 240 74 0
60 240 75 0
60 240 76 1
60 240 77 0
60 240 78 0
60 240 79 1
60 240 80 1
60 240 81 1
60 240 82 0
60 240 83 1
60 240 84 1
60 240 85 1
60 240 86 1
60 240 87 0
60 240 88 0
60 240 89 1
60 240 90 0
60 240 91 0
60 240 92 0
60 240 93 1
60 240 94 0
60 240 95 1
60 240 96 0
60 240 97 1
60 240 98 1
60 240 99 0
60 240 100 1
70 280 1 0
70 280 2 0
70 280 3 0
70 280 4 1
70 280 5 0
70 280 6 0
70 280 7 0
70 280 8 1
70 280 9 1
70 280 10 0
70 280 11 1
70 280 12 1
70 280 13 0
70 280 14 1
70 280 15 0
70 280 16 0
70 280 17 0
70 280 18 1
70 280 19 0
70 280 20 1
70 280 21 0
70 280 22 0
70 280 23 0
70 280 24 0
70 280 25 0
70 280 26 1
70 280 27 0
70 280 28 0
70 280 29 0
70 280 30 0
70 280 31 0
70 280 32 0
70 280 33 0
70 280 34 0
70 280 35 1
70 280 36 1
70 280 37 0
70 280 38 0
70 280 39 0
70 280 40 0
70 280 41 0
70 280 42 0
70 280 43 0
70 280 44 0
70 280 45 0
70 280 46 0
70 280 47 0
70 280 48 0
70 280 49 0
70 280 50 0
70 280 51 0
70 280 52 0
70 280 53 0
70 280 54 0
70 280 55 0
70 280 56 0
70 280 57 0
70 280 58 0
70 280 59 0
70 280 60 0
70 280 61 0
70 280 62 0
70 280 63 0
70 280 64 0
70 280 65 0
70 280 66 1
70 280 67 0
70 280 68 1
70 280 69 0
70 280 70 1
70 280 71 0
70 280 72 0
70 280 73 1
70 280 74 0
70 280 75 1
70 280 76 0
70 280 77 0
70 280 78 0
70 280 79 0
70 280 80 0
70 280 81 0
70 280 82 1
70 280 83 0
70 280 84 0
70 280 85 0
70 280 86 1
70 280 87 0
70 280 88 0
70 280 89 0
70 280 90 0
70 280 91 0
70 280 92 0
70 280 93 0
70 280 94 0
70 280 95 0
70 280 96 0
70 280 97 0
70 280 98 0
70 280 99 0
70 280 100 0
80 320 1 0
80 320 2 0
80 320 3 0
80 320 4 0
80 320 5 0
80 320 6 1
80 320 7 1
80 320 8 0
80 320 9 0
80 320 10 1
80 320 11 0
80 320 12 1
80 320 13 0
80 320 14 0
80 320 15 0
80 320 16 0
80 320 17 0
80 320 18 0
80 320 19 0
80 320 20 0
80 320 21 0
80 320 22 0
80 320 23 0
80 320 24 0
80 320 25 1
80 320 26 0
80 320 27 0
80 320 28 0
80 320 29 0
80 320 30 0
80 320 31 0
80 320 32 0
80 320 33 0
80 320 34 0
80 320 35 0
80 320 36 0
80 320 37 0
80 320 38 0
80 320 39 0
80 320 40 0
80 320 41 0
80 320 42 0
80 320 43 0
80 320 44 0
80 320 45 0
80 320 46 0
80 320 47 0
80 320 48 0
80 320 49 0
80 320 50 0
80 320 51 0
80 320 52 0
80 320 53 0
80 320 54 0
80 320 55 0
80 320 56 0
80 320 57 0
80 320 58 0
80 320 59 0
80 320 60 1
80 320 61 0
80 320 62 0
80 320 63 0
80 320 64 0
80 320 65 0
80 320 66 0
80 320 67 0
80 320 68 1
80 320 69 0
80 320 70 1
80 320 71 0
80 320 72 0
80 320 73 0
80 320 74 0
80 320 75 0
80 320 76 0
80 320 77 0
80 320 78 0
80 320 79 0
80 320 80 0
80 320 81 0
80 320 82 0
80 320 83 0
80 320 84 0
80 320 85 1
80 320 86 1
80 320 87 0
80 320 88 0
80 320 89 0
80 320 90 0
80 320 91 0
80 320 92 1
80 320 93 0
80 320 94 0
80 320 95 0
80 320 96 0
80 320 97 1
80 320 98 0
80 320 99 0
80 320 100 0
90 360 1 0
90 360 2 0
90 360 3 0
90 360 4 1
90 360 5 0
90 360 6 1
90 360 7 0
90 360 8 0
90 360 9 0
90 360 10 1
90 360 11 1
90 360 12 0
90 360 13 0
90 360 14 1
90 360 15 0
90 360 16 0
90 360 17 0
90 360 18 0
90 360 19 0
90 360 20 0
90 360 21 1
90 360 22 0
90 360 23 0
90 360 24 1
90 360 25 0
90 360 26 0
90 360 27 0
90 360 28 0
90 360 29 0
90 360 30 1
90 360 31 1
90 360 32 1
90 360 33 0
90 360 34 1
90 360 35 1
90 360 36 0
90 360 37 0
90 360 38 1
90 360 39 1
90 360 40 1
90 360 41 0
90 360 42 0
90 360 43 0
90 360 44 1
90 360 45 0
90 360 46 0
90 360 47 0
90 360 48 0
90 360 49 0
90 360 50 0
90 360 51 0
90 360 52 0
90 360 53 1
90 360 54 1
90 360 55 0
90 360 56 0
90 360 57 1
90 360 58 1
90 360 59 0
90 360 60 0
90 360 61 0
90 360 62 0
90 360 63 0
90 360 64 1
90 360 65 0
90 360 66 0
90 360 67 1
90 360 68 0
90 360 69 0
90 360 70 0
90 360 71 1
90 360 72 0
90 360 73 0
90 360 74 0
90 360 75 0
90 360 76 1
90 360 77 0
90 360 78 1
90 360 79 0
90 360 80 0
90 360 81 1
90 360 82 0
90 360 83 1
90 360 84 0
90 360 85 1
90 360 86 0
90 360 87 0
90 360 88 1
90 360 89 1
90 360 90 0
90 360 91 0
90 360 92 0
90 360 93 0
90 360 94 0
90 360 95 0
90 360 96 0
90 360 97 1
90 360 98 1
90 360 99 0
90 360 100 0
100 400 1 0
100 400 2 0
100 400 3 0
100 400 4 0
100 400 5 0
100 400 6 1
100 400 7 0
100 400 8 1
100 400 9 1
100 400 10 0
100 400 11 1
100 400 12 1
100 400 13 0
100 400 14 1
100 400 15 1
100 400 16 0
100 400 17 1
100 400 18 1
100 400 19 1
100 400 20 0
100 400 21 1
100 400 22 1
100 400 23 1
100 400 24 1
100 400 25 0
100 400 26 0
100 400 27 1
100 400 28 1
100 400 29 0
100 400 30 1
100 400 31 0
100 400 32 0
100 400 33 0
100 400 34 0
100 400 35 0
100 400 36 0
100 400 37 0
100 400 38 0
100 400 39 1
100 400 40 0
100 400 41 0
100 400 42 1
100 400 43 0
100 400 44 1
100 400 45 0
100 400 46 0
100 400 47 0
100 400 48 0
100 400 49 1
100 400 50 0
100 400 51 1
100 400 52 0
100 400 53 0
100 400 54 1
100 400 55 0
100 400 56 1
100 400 57 0
100 400 58 0
100 400 59 1
100 400 60 0
100 400 61 1
100 400 62 0
100 400 63 0
100 400 64 0
100 400 65 0
100 400 66 0
100 400 67 0
100 400 68 1
100 400 69 1
100 400 70 1
100 400 71 0
100 400 72 1
100 400 73 0
100 400 74 1
100 400 75 1
100 400 76 0
100 400 77 0
100 400 78 1
100 400 79 0
100 400 80 0
100 400 81 1
100 400 82 1
100 400 83 1
100 400 84 1
100 400 85 1
100 400 86 0
100 400 87 1
100 400 88 0
100 400 89 0
100 400 90 0
100 400 91 0
100 400 92 1
100 400 93 0
100 400 94 0
100 400 95 0
100 400 96 1
100 400 97 0
100 400 98 0
100 400 99 0
100 400 100 0
