num_vertices num_edges iteration correct
50 150 95 0
50 150 96 0
50 150 97 1
50 150 98 0
50 150 99 0
50 150 100 1
50 200 1 0
50 200 2 1
50 200 3 0
50 200 4 0
50 200 5 0
50 200 6 1
50 200 7 0
50 200 8 0
50 200 9 0
50 200 10 1
50 200 11 0
50 200 12 0
50 200 13 1
50 200 14 0
50 200 15 0
50 200 16 0
50 200 17 0
50 200 18 0
50 200 19 0
50 200 20 1
50 200 21 1
50 200 22 0
50 200 23 1
50 200 24 1
50 200 25 1
50 200 26 0
50 200 27 0
50 200 28 1
50 200 29 1
50 200 30 0
50 200 31 0
50 200 32 0
50 200 33 0
50 200 34 0
50 200 35 0
50 200 36 0
50 200 37 0
50 200 38 1
50 200 39 0
50 200 40 0
50 200 41 0
50 200 42 0
50 200 43 0
50 200 44 0
50 200 45 0
50 200 46 0
50 200 47 0
50 200 48 1
50 200 49 1
50 200 50 0
50 200 51 0
50 200 52 0
50 200 53 0
50 200 54 1
50 200 55 0
50 200 56 0
50 200 57 0
50 200 58 0
50 200 59 0
50 200 60 1
50 200 61 0
50 200 62 0
50 200 63 1
50 200 64 0
50 200 65 0
50 200 66 0
50 200 67 0
50 200 68 1
50 200 69 0
50 200 70 1
50 200 71 0
50 200 72 0
50 200 73 0
50 200 74 0
50 200 75 0
50 200 76 0
50 200 77 1
50 200 78 1
50 200 79 0
50 200 80 0
50 200 81 0
50 200 82 0
50 200 83 0
50 200 84 0
50 200 85 1
50 200 86 0
50 200 87 0
50 200 88 0
50 200 89 1
50 200 90 1
50 200 91 0
50 200 92 0
50 200 93 1
50 200 94 0
50 200 95 0
50 200 96 0
50 200 97 0
50 200 98 0
50 200 99 0
50 200 100 1
50 250 1 0
50 250 2 0
50 250 3 0
50 250 4 0
50 250 5 0
50 250 6 0
50 250 7 1
50 250 8 0
50 250 9 0
50 250 10 0
50 250 11 0
50 250 12 0
50 250 13 1
50 250 14 0
50 250 15 1
50 250 16 0
50 250 17 1
50 250 18 0
50 250 19 0
50 250 20 0
50 250 21 0
50 250 22 0
50 250 23 1
50 250 24 0
50 250 25 1
50 250 26 1
50 250 27 0
50 250 28 0
50 250 29 1
50 250 30 0
50 250 31 0
50 250 32 0
50 250 33 0
50 250 34 0
50 250 35 0
50 250 36 0
50 250 37 0
50 250 38 0
50 250 39 1
50 250 40 0
50 250 41 0
50 250 42 1
50 250 43 0
50 250 44 0
50 250 45 0
50 250 46 0
50 250 47 0
50 250 48 1
50 250 49 0
50 250 50 0
50 250 51 0
50 250 52 1
50 250 53 0
50 250 54 0
50 250 55 0
50 250 56 0
50 250 57 0
50 250 58 1
50 250 59 0
50 250 60 0
50 250 61 0
50 250 62 0
50 250 63 0
50 250 64 0
50 250 65 0
50 250 66 1
50 250 67 0
50 250 68 0
50 250 69 0
50 250 70 1
50 250 71 0
50 250 72 1
50 250 73 1
50 250 74 0
50 250 75 0
50 250 76 0
50 250 77 0
50 250 78 0
50 250 79 0
50 250 80 1
50 250 81 0
50 250 82 0
50 250 83 0
50 250 84 1
50 250 85 1
50 250 86 0
50 250 87 0
50 250 88 0
50 250 89 0
50 250 90 0
50 250 91 0
50 250 92 1
50 250 93 0
50 250 94 0
50 250 95 1
50 250 96 0
50 250 97 0
50 250 98 1
50 250 99 0
50 250 100 0
50 300 1 0
50 300 2 0
50 300 3 0
50 300 4 1
50 300 5 1
50 300 6 0
50 300 7 0
50 300 8 1
50 300 9 0
50 300 10 0
50 300 11 0
50 300 12 0
50 300 13 0
50 300 14 1
50 300 15 0
50 300 16 0
50 300 17 0
50 300 18 0
50 300 19 0
50 300 20 1
50 300 21 0
50 300 22 1
50 300 23 0
50 300 24 0
50 300 25 0
50 300 26 0
50 300 27 0
50 300 28 0
50 300 29 0
50 300 30 0
50 300 31 1
50 300 32 0
50 300 33 1
50 300 34 0
50 300 35 0
50 300 36 0
50 300 37 0
50 300 38 0
50 300 39 0
50 300 40 0
50 300 41 0
50 300 42 0
50 300 43 0
50 300 44 0
50 300 45 0
50 300 46 0
50 300 47 0
50 300 48 0
50 300 49 0
50 300 50 0
50 300 51 0
50 300 52 1
50 300 53 0
50 300 54 0
50 300 55 0
50 300 56 0
50 300 57 0
50 300 58 0
50 300 59 0
50 300 60 1
50 300 61 0
50 300 62 0
50 300 63 0
50 300 64 0
50 300 65 0
50 300 66 0
50 300 67 0
50 300 68 0
50 300 69 0
50 300 70 0
50 300 71 0
50 300 72 0
50 300 73 0
50 300 74 1
50 300 75 0
50 300 76 1
50 300 77 0
50 300 78 0
50 300 79 0
50 300 80 0
50 300 81 0
50 300 82 0
50 300 83 1
50 300 84 0
50 300 85 1
50 300 86 1
50 300 87 0
50 300 88 0
50 300 89 0
50 300 90 0
50 300 91 0
50 300 92 0
50 300 93 0
50 300 94 1
50 300 95 0
50 300 96 0
50 300 97 0
50 300 98 0
50 300 99 0
50 300 100 0
50 350 1 0
50 350 2 0
50 350 3 0
50 350 4 1
50 350 5 0
50 350 6 1
50 350 7 0
50 350 8 0
50 350 9 0
50 350 10 0
50 350 11 0
50 350 12 0
50 350 13 1
50 350 14 1
50 350 15 0
50 350 16 0
50 350 17 0
50 350 18 0
50 350 19 0
50 350 20 0
50 350 21 0
50 350 22 0
50 350 23 0
50 350 24 0
50 350 25 0
50 350 26 0
50 350 27 0
50 350 28 0
50 350 29 0
50 350 30 0
50 350 31 0
50 350 32 0
50 350 33 0
50 350 34 0
50 350 35 0
50 350 36 1
50 350 37 0
50 350 38 0
50 350 39 0
50 350 40 0
50 350 41 0
50 350 42 0
50 350 43 0
50 350 44 0
50 350 45 0
50 350 46 0
50 350 47 0
50 350 48 0
50 350 49 0
50 350 50 1
50 350 51 0
50 350 52 0
50 350 53 0
50 350 54 0
50 350 55 0
50 350 56 1
50 350 57 1
50 350 58 1
50 350 59 1
50 350 60 1
50 350 61 1
50 350 62 0
50 350 63 0
50 350 64 0
50 350 65 0
50 350 66 0
50 350 67 0
50 350 68 0
50 350 69 0
50 350 70 0
50 350 71 0
50 350 72 1
50 350 73 1
50 350 74 0
50 350 75 1
50 350 76 0
50 350 77 0
50 350 78 1
50 350 79 1
50 350 80 0
50 350 81 1
50 350 82 1
50 350 83 1
50 350 84 0
50 350 85 0
50 350 86 1
50 350 87 0
50 350 88 0
50 350 89 0
50 350 90 1
50 350 91 0
50 350 92 0
50 350 93 0
50 350 94 1
50 350 95 1
50 350 96 0
50 350 97 0
50 350 98 0
50 350 99 0
50 350 100 0
50 400 1 0
50 400 2 0
50 400 3 0
50 400 4 0
50 400 5 0
50 400 6 1
50 400 7 0
50 400 8 0
50 400 9 0
50 400 10 0
50 400 11 0
50 400 12 0
50 400 13 0
50 400 14 0
50 400 15 0
50 400 16 0
50 400 17 0
50 400 18 0
50 400 19 0
50 400 20 0
50 400 21 0
50 400 22 0
50 400 23 0
50 400 24 0
50 400 25 0
50 400 26 0
50 400 27 0
50 400 28 1
50 400 29 0
50 400 30 0
50 400 31 1
50 400 32 0
50 400 33 0
50 400 34 1
50 400 35 0
50 400 36 0
50 400 37 0
50 400 38 0
50 400 39 0
50 400 40 0
50 400 41 0
50 400 42 0
50 400 43 0
50 400 44 0
50 400 45 1
50 400 46 0
50 400 47 0
50 400 48 0
50 400 49 0
50 400 50 0
50 400 51 0
50 400 52 0
50 400 53 0
50 400 54 0
50 400 55 0
50 400 56 0
50 400 57 0
50 400 58 1
50 400 59 1
50 400 60 0
50 400 61 0
50 400 62 0
50 400 63 0
50 400 64 0
50 400 65 1
50 400 66 0
50 400 67 0
50 400 68 0
50 400 69 0
50 400 70 0
50 400 71 0
50 400 72 0
50 400 73 0
50 400 74 0
50 400 75 0
50 400 76 0
50 400 77 0
50 400 78 1
50 400 79 0
50 400 80 0
50 400 81 0
50 400 82 0
50 400 83 0
50 400 84 1
50 400 85 1
50 400 86 0
50 400 87 0
50 400 88 0
50 400 89 0
50 400 90 1
50 400 91 0
50 400 92 0
50 400 93 0
50 400 94 0
50 400 95 0
50 400 96 0
50 400 97 0
50 400 98 0
50 400 99 0
50 400 100 0
50 450 1 0
50 450 2 0
50 450 3 0
50 450 4 0
50 450 5 0
50 450 6 0
50 450 7 0
50 450 8 0
50 450 9 0
50 450 10 0
50 450 11 0
50 450 12 0
50 450 13 1
50 450 14 0
50 450 15 0
50 450 16 0
50 450 17 0
50 450 18 0
50 450 19 0
50 450 20 1
50 450 21 0
50 450 22 0
50 450 23 1
50 450 24 0
50 450 25 0
50 450 26 0
50 450 27 0
50 450 28 0
50 450 29 0
50 450 30 0
50 450 31 0
50 450 32 0
50 450 33 0
50 450 34 0
50 450 35 0
50 450 36 0
50 450 37 0
50 450 38 0
50 450 39 0
50 450 40 0
50 450 41 0
50 450 42 0
50 450 43 0
50 450 44 0
50 450 45 0
50 450 46 0
50 450 47 1
50 450 48 0
50 450 49 0
50 450 50 0
50 450 51 0
50 450 52 0
50 450 53 0
50 450 54 0
50 450 55 0
50 450 56 0
50 450 57 0
50 450 58 0
50 450 59 0
50 450 60 0
50 450 61 0
50 450 62 0
50 450 63 0
50 450 64 1
50 450 65 0
50 450 66 0
50 450 67 0
50 450 68 0
50 450 69 0
50 450 70 0
50 450 71 0
50 450 72 0
50 450 73 1
50 450 74 0
50 450 75 0
50 450 76 0
50 450 77 0
50 450 78 0
50 450 79 0
50 450 80 0
50 450 81 0
50 450 82 0
50 450 83 0
50 450 84 0
50 450 85 0
50 450 86 0
50 450 87 0
50 450 88 0
50 450 89 0
50 450 90 0
50 450 91 0
50 450 92 0
50 450 93 0
50 450 94 0
50 450 95 0
50 450 96 0
50 450 97 0
50 450 98 0
50 450 99 0
50 450 100 0
50 500 1 0
50 500 2 0
50 500 3 1
50 500 4 0
50 500 5 0
50 500 6 0
50 500 7 0
50 500 8 0
50 500 9 0
50 500 10 0
50 500 11 0
50 500 12 0
50 500 13 0
50 500 14 0
50 500 15 0
50 500 16 0
50 500 17 1
50 500 18 0
50 500 19 0
50 500 20 0
50 500 21 0
50 500 22 0
50 500 23 0
50 500 24 1
50 500 25 1
50 500 26 0
50 500 27 1
50 500 28 0
50 500 29 0
50 500 30 0
50 500 31 0
50 500 32 0
50 500 33 0
50 500 34 0
50 500 35 0
50 500 36 0
50 500 37 0
50 500 38 0
50 500 39 0
50 500 40 0
50 500 41 0
50 500 42 1
50 500 43 1
50 500 44 0
50 500 45 0
50 500 46 0
50 500 47 0
50 500 48 0
50 500 49 1
50 500 50 0
50 500 51 0
50 500 52 1
50 500 53 0
50 500 54 1
50 500 55 0
50 500 56 0
50 500 57 0
50 500 58 0
50 500 59 0
50 500 60 0
50 500 61 0
50 500 62 1
50 500 63 0
50 500 64 0
50 500 65 0
50 500 66 0
50 500 67 0
50 500 68 0
50 500 69 1
50 500 70 0
50 500 71 0
50 500 72 0
50 500 73 0
50 500 74 0
50 500 75 0
50 500 76 0
50 500 77 0
50 500 78 0
50 500 79 0
50 500 80 0
50 500 81 0
50 500 82 0
50 500 83 0
50 500 84 0
50 500 85 0
50 500 86 0
50 500 87 0
50 500 88 0
50 500 89 0
50 500 90 0
50 500 91 0
50 500 92 1
50 500 93 0
50 500 94 0
50 500 95 0
50 500 96 0
50 500 97 0
50 500 98 0
50 500 99 0
50 500 100 0
