num_vertices num_edges iteration correct time
50 50 1 1 542785946
50 50 2 1 492372943
50 50 3 1 518380263
50 50 4 1 453963191
50 50 5 1 511643049
50 50 6 1 843047771
50 50 7 1 467727669
50 50 8 1 499404310
50 50 9 1 599255141
50 50 10 1 472830016
50 50 11 1 484465679
50 50 12 1 476198213
50 50 13 1 518450416
50 50 14 1 481647224
50 50 15 1 492967402
50 50 16 1 485903215
50 50 17 1 470740996
50 50 18 1 449154587
50 50 19 1 472681093
50 50 20 1 715561316
50 50 21 1 471010123
50 50 22 1 484537474
50 50 23 1 455328930
50 50 24 1 445700646
50 50 25 1 474023039
50 50 26 1 465669418
50 50 27 1 571792233
50 50 28 1 443032346
50 50 29 1 463718244
50 50 30 1 434011649
50 50 31 1 450987608
50 50 32 1 465182855
50 50 33 1 466233109
50 50 34 1 454411189
50 50 35 1 478303233
50 50 36 1 473226733
50 50 37 1 517006317
50 50 38 1 471654224
50 50 39 1 474117397
50 50 40 1 455959493
50 50 41 1 467688695
50 50 42 1 480268356
50 50 43 1 468402950
50 50 44 1 493715708
50 50 45 1 469607460
50 50 46 1 477861798
50 50 47 1 499984000
50 50 48 1 505670961
50 50 49 1 488360644
50 50 50 1 499750154
50 100 1 0 1061971540
50 100 2 1 907448844
50 100 3 0 1024123018
50 100 4 1 1102736567
50 100 5 0 964711471
50 100 6 1 1027430086
50 100 7 0 1045370145
50 100 8 1 987584852
50 100 9 1 973555348
50 100 10 0 1001239792
50 100 11 1 1063011538
50 100 12 1 944628239
50 100 13 1 928343972
50 100 14 0 913788520
50 100 15 0 936660669
50 100 16 1 861156855
50 100 17 1 963713731
50 100 18 0 961281737
50 100 19 1 1085836506
50 100 20 1 959333023
50 100 21 1 1053852176
50 100 22 1 1311470823
50 100 23 1 1120580626
50 100 24 0 1097087761
50 100 25 1 1309685392
50 100 26 1 995300525
50 100 27 1 906024847
50 100 28 1 1054635353
50 100 29 1 980339740
50 100 30 1 1038166471
50 100 31 0 1066268145
50 100 32 1 1214374857
50 100 33 1 1019327133
50 100 34 1 1027442805
50 100 35 1 1023710711
50 100 36 0 989500744
50 100 37 1 984194090
50 100 38 0 887505918
50 100 39 0 1029182287
50 100 40 1 1017091240
50 100 41 0 1061849284
50 100 42 0 988241670
50 100 43 1 1064714507
50 100 44 1 954790266
50 100 45 1 990745048
50 100 46 0 1063676152
50 100 47 1 967156183
50 100 48 1 1088291475
50 100 49 1 1018335955
50 100 50 0 1050366645
50 150 1 0 1580561853
50 150 2 0 1531186795
50 150 3 0 1312857487
50 150 4 0 1556715758
50 150 5 0 1350817188
50 150 6 1 1466312698
50 150 7 0 1484362706
50 150 8 0 1757320803
50 150 9 0 1540900412
50 150 10 0 1524869272
50 150 11 0 1342219056
50 150 12 0 1208941435
50 150 13 1 1670813529
50 150 14 0 1424416596
50 150 15 0 1345858841
50 150 16 0 1592739464
50 150 17 0 1354852050
50 150 18 0 1294201532
50 150 19 0 1620155602
50 150 20 0 1606859224
50 150 21 0 1859675833
50 150 22 0 1785508220
50 150 23 0 1972389401
50 150 24 0 1330521853
50 150 25 0 1597983349
50 150 26 0 1357752966
50 150 27 0 1402103626
50 150 28 0 1437966922
50 150 29 0 1503778453
50 150 30 1 1807883960
50 150 31 0 1594976587
50 150 32 1 1535378785
50 150 33 0 1624988821
50 150 34 0 1736911827
50 150 35 0 1483594297
50 150 36 0 1554497507
50 150 37 0 1455331393
50 150 38 0 1469602126
50 150 39 1 1588487578
50 150 40 0 1439763431
50 150 41 0 1436873591
50 150 42 0 1396220973
50 150 43 0 1338202244
50 150 44 0 1474112064
50 150 45 1 1657705458
50 150 46 0 1647037177
50 150 47 0 1496365138
50 150 48 0 1618475195
50 150 49 0 1618793144
50 150 50 0 1752684916
50 200 1 0 1959546356
50 200 2 1 1934053906
50 200 3 0 1939222714
50 200 4 1 1961384301
50 200 5 0 2234675936
50 200 6 1 1915899284
50 200 7 1 2354004052
50 200 8 0 2198802793
50 200 9 1 2348625194
50 200 10 1 2538897136
50 200 11 0 2265017194
50 200 12 0 1949909457
50 200 13 0 1959567279
50 200 14 1 1742318173
50 200 15 0 1951031505
50 200 16 0 1867095712
50 200 17 1 1858739220
50 200 18 0 1993315709
50 200 19 1 1808506728
50 200 20 1 1842839361
50 200 21 0 1918143381
50 200 22 0 1902247626
50 200 23 0 1914844107
50 200 24 1 1770510924
50 200 25 0 2169569224
50 200 26 0 2246707085
50 200 27 1 2285295709
50 200 28 0 2046709219
50 200 29 0 1874822052
50 200 30 0 2437793795
50 200 31 1 1798083369
50 200 32 0 2198032334
50 200 33 0 2251841431
50 200 34 0 2197193771
50 200 35 1 2144645798
50 200 36 1 2914474057
50 200 37 0 2350158318
50 200 38 0 2090596290
50 200 39 1 2672917728
50 200 40 1 2819386701
50 200 41 1 2524710914
50 200 42 0 2431827450
50 200 43 0 2299236187
50 200 44 0 2179943763
50 200 45 0 2315037584
50 200 46 1 2237061981
50 200 47 0 2459238255
50 200 48 0 2265872576
50 200 49 1 2299748596
50 200 50 0 2416124514
50 250 1 0 3031799307
50 250 2 0 2382847468
50 250 3 0 2965481111
50 250 4 0 3035258580
50 250 5 0 2520866411
50 250 6 1 2549501007
50 250 7 0 2487293570
50 250 8 0 2865919099
50 250 9 0 2963093835
50 250 10 0 2697788231
50 250 11 0 2455741237
